Year,HarvCounty,SeasonGroup,Sex,AssignedAge,Total
2018,JEFFERSON,FIREARM,M,A,554
2018,JEFFERSON,FIREARM,M,F,171
2018,JEFFERSON,FIREARM,M,Y,403
2018,JEFFERSON,MUZZLE,F,A,49
2018,JEFFERSON,MUZZLE,F,F,7
2018,JEFFERSON,MUZZLE,M,A,19
2018,JEFFERSON,MUZZLE,M,F,11
2018,JEFFERSON,MUZZLE,M,Y,11
2018,JEFFERSON,YOUTH,F,A,26
2018,JEFFERSON,YOUTH,F,F,3
2018,JEFFERSON,YOUTH,M,A,7
2018,JEFFERSON,YOUTH,M,F,9
2018,JEFFERSON,YOUTH,M,Y,12
2018,JERSEY,ARCHERY,F,A,231
2018,JERSEY,ARCHERY,F,F,29
2018,JERSEY,ARCHERY,M,A,151
2018,JERSEY,ARCHERY,M,F,30
2018,JERSEY,ARCHERY,M,Y,97
2018,JERSEY,FIREARM,F,A,255
2018,JERSEY,FIREARM,F,F,40
2018,JERSEY,FIREARM,M,A,194
2018,JERSEY,FIREARM,M,F,62
2018,JERSEY,FIREARM,M,Y,120
2018,JERSEY,MUZZLE,F,A,20
2018,JERSEY,MUZZLE,F,F,3
2018,JERSEY,MUZZLE,M,A,3
2018,JERSEY,MUZZLE,M,F,5
2018,JERSEY,MUZZLE,M,Y,2
2018,JERSEY,YOUTH,F,A,8
2018,JERSEY,YOUTH,F,F,1
2018,JERSEY,YOUTH,M,A,1
2018,JERSEY,YOUTH,M,F,2
2018,JERSEY,YOUTH,M,Y,2
2018,JODAVIESS,ARCHERY,F,A,437
2018,JODAVIESS,ARCHERY,F,F,55
2018,JODAVIESS,ARCHERY,M,A,331
2018,JODAVIESS,ARCHERY,M,F,64
2018,JODAVIESS,ARCHERY,M,Y,203
2018,JODAVIESS,CWD,F,A,231
2018,JODAVIESS,CWD,F,F,43
2018,JODAVIESS,CWD,M,A,57
2018,JODAVIESS,CWD,M,F,59
2018,JODAVIESS,CWD,M,Y,52
2018,JODAVIESS,FIREARM,F,A,538
2018,JODAVIESS,FIREARM,F,F,158
2018,JODAVIESS,FIREARM,M,A,569
2018,JODAVIESS,FIREARM,M,F,170
2018,JODAVIESS,FIREARM,M,Y,255
2018,JODAVIESS,MUZZLE,F,A,27
2018,JODAVIESS,MUZZLE,F,F,9
2018,JODAVIESS,MUZZLE,M,A,25
2018,JODAVIESS,MUZZLE,M,F,5
2018,JODAVIESS,MUZZLE,M,Y,5
2018,JODAVIESS,YOUTH,F,A,19
2018,JODAVIESS,YOUTH,F,F,6
2018,JODAVIESS,YOUTH,M,A,7
2018,JODAVIESS,YOUTH,M,F,4
2018,JODAVIESS,YOUTH,M,Y,11
2018,JOHNSON,ARCHERY,F,A,272
2018,JOHNSON,ARCHERY,F,F,39
2018,JOHNSON,ARCHERY,M,A,157
2018,JOHNSON,ARCHERY,M,F,36
2018,JOHNSON,ARCHERY,M,Y,162
2018,JOHNSON,FIREARM,F,A,487
2018,JOHNSON,FIREARM,F,F,102
2018,JOHNSON,FIREARM,M,A,460
2018,JOHNSON,FIREARM,M,F,135
2018,JOHNSON,FIREARM,M,Y,378
2018,JOHNSON,MUZZLE,F,A,18
2018,JOHNSON,MUZZLE,F,F,6
2018,JOHNSON,MUZZLE,M,A,14
2018,JOHNSON,MUZZLE,M,F,6
2018,JOHNSON,MUZZLE,M,Y,10
2018,JOHNSON,YOUTH,F,A,8
2018,JOHNSON,YOUTH,F,F,2
2018,JOHNSON,YOUTH,M,A,1
2018,JOHNSON,YOUTH,M,F,2
2018,JOHNSON,YOUTH,M,Y,7
2018,KANE,ARCHERY,F,A,124
2018,KANE,ARCHERY,F,F,13
2018,KANE,ARCHERY,M,A,94
2018,KANE,ARCHERY,M,F,20
2018,KANE,ARCHERY,M,Y,79
2018,KANE,CWD,F,A,3
2018,KANE,CWD,M,A,1
2018,KANE,CWD,M,F,1
2018,KANE,FIREARM,F,A,8
2018,KANE,FIREARM,M,A,9
2018,KANE,FIREARM,M,F,5
2018,KANE,FIREARM,M,Y,8
2018,KANKAKEE,ARCHERY,F,A,105
2018,KANKAKEE,ARCHERY,F,F,26
2018,KANKAKEE,ARCHERY,M,A,71
2018,KANKAKEE,ARCHERY,M,F,27
2018,KANKAKEE,ARCHERY,M,Y,89
2018,KANKAKEE,CWD,F,A,32
2018,KANKAKEE,CWD,F,F,2
2018,KANKAKEE,CWD,M,A,12
2018,KANKAKEE,CWD,M,F,8
2018,KANKAKEE,CWD,M,Y,7
2018,KANKAKEE,FIREARM,F,A,55
2018,KANKAKEE,FIREARM,F,F,11
2018,KANKAKEE,FIREARM,M,A,59
2018,KANKAKEE,FIREARM,M,F,23
2018,KANKAKEE,FIREARM,M,Y,51
2018,KANKAKEE,MUZZLE,F,A,9
2018,KANKAKEE,MUZZLE,F,F,1
2018,KANKAKEE,MUZZLE,M,A,3
2018,KANKAKEE,MUZZLE,M,F,2
2018,KANKAKEE,MUZZLE,M,Y,2
2018,KANKAKEE,YOUTH,F,A,1
2018,KANKAKEE,YOUTH,M,A,2
2018,KANKAKEE,YOUTH,M,Y,1
2018,KENDALL,ARCHERY,F,A,64
2018,KENDALL,ARCHERY,F,F,7
2018,KENDALL,ARCHERY,M,A,44
2018,KENDALL,ARCHERY,M,F,17
2018,KENDALL,ARCHERY,M,Y,33
2018,KENDALL,CWD,F,A,16
2018,KENDALL,CWD,F,F,2
2018,KENDALL,CWD,M,A,5
2018,KENDALL,CWD,M,F,5
2018,KENDALL,CWD,M,Y,4
2018,KENDALL,FIREARM,F,A,22
2018,KENDALL,FIREARM,F,F,3
2018,KENDALL,FIREARM,M,A,32
2018,KENDALL,FIREARM,M,F,5
2018,KENDALL,FIREARM,M,Y,25
2018,KENDALL,MUZZLE,F,A,4
2018,KENDALL,MUZZLE,M,A,3
2018,KENDALL,MUZZLE,M,F,1
2018,KENDALL,YOUTH,M,Y,1
2018,KNOX,ARCHERY,F,A,386
2018,KNOX,ARCHERY,F,F,72
2018,KNOX,ARCHERY,M,A,242
2018,KNOX,ARCHERY,M,F,74
2018,KNOX,ARCHERY,M,Y,154
2018,KNOX,FIREARM,F,A,380
2018,KNOX,FIREARM,F,F,96
2018,KNOX,FIREARM,M,A,340
2018,KNOX,FIREARM,M,F,114
2018,KNOX,FIREARM,M,Y,189
2018,KNOX,LATEWINTER,F,A,110
2018,KNOX,LATEWINTER,F,F,22
2018,KNOX,LATEWINTER,M,F,28
2018,KNOX,LATEWINTER,M,Y,2
2018,KNOX,MUZZLE,F,A,30
2018,KNOX,MUZZLE,F,F,6
2018,KNOX,MUZZLE,M,A,15
2018,KNOX,MUZZLE,M,F,8
2018,KNOX,MUZZLE,M,Y,7
2018,KNOX,YOUTH,F,A,9
2018,KNOX,YOUTH,F,F,1
2018,KNOX,YOUTH,M,A,4
2018,KNOX,YOUTH,M,F,2
2018,KNOX,YOUTH,M,Y,2
2018,LAKE,ARCHERY,F,A,95
2018,LAKE,ARCHERY,F,F,7
2018,LAKE,ARCHERY,M,A,108
2018,LAKE,ARCHERY,M,F,17
2018,LAKE,ARCHERY,M,Y,82
2018,LAKE,FIREARM,F,A,1
2018,LASALLE,ARCHERY,F,A,285
2018,LASALLE,ARCHERY,F,F,65
2018,LASALLE,ARCHERY,M,A,152
2018,LASALLE,ARCHERY,M,F,70
2018,LASALLE,ARCHERY,M,Y,171
2018,LASALLE,CWD,F,A,95
2018,LASALLE,CWD,F,F,12
2018,LASALLE,CWD,M,A,18
2018,LASALLE,CWD,M,F,22
2018,LASALLE,CWD,M,Y,15
2018,LASALLE,FIREARM,F,A,226
2018,LASALLE,FIREARM,F,F,48
2018,LASALLE,FIREARM,M,A,222
2018,LASALLE,FIREARM,M,F,81
2018,LASALLE,FIREARM,M,Y,172
2018,LASALLE,MUZZLE,F,A,14
2018,LASALLE,MUZZLE,M,A,6
2018,LASALLE,MUZZLE,M,F,5
2018,LASALLE,MUZZLE,M,Y,6
2018,LASALLE,YOUTH,F,A,4
2018,LASALLE,YOUTH,M,A,4
2018,LASALLE,YOUTH,M,Y,7
2018,LAWRENCE,ARCHERY,F,A,181
2018,LAWRENCE,ARCHERY,F,F,41
2018,LAWRENCE,ARCHERY,M,A,104
2018,LAWRENCE,ARCHERY,M,F,45
2018,LAWRENCE,ARCHERY,M,Y,71
2018,LAWRENCE,FIREARM,F,A,217
2018,LAWRENCE,FIREARM,F,F,40
2018,LAWRENCE,FIREARM,M,A,181
2018,LAWRENCE,FIREARM,M,F,72
2018,LAWRENCE,FIREARM,M,Y,134
2018,LAWRENCE,MUZZLE,F,A,16
2018,LAWRENCE,MUZZLE,F,F,2
2018,LAWRENCE,MUZZLE,M,A,10
2018,LAWRENCE,MUZZLE,M,F,4
2018,LAWRENCE,MUZZLE,M,Y,7
2018,LAWRENCE,YOUTH,F,A,1
2018,LAWRENCE,YOUTH,M,A,1
2018,LAWRENCE,YOUTH,M,Y,1
2018,LEE,ARCHERY,F,A,149
2018,LEE,ARCHERY,F,F,25
2018,LEE,ARCHERY,M,A,101
2018,LEE,ARCHERY,M,F,38
2018,LEE,ARCHERY,M,Y,87
2018,LEE,FIREARM,F,A,172
2018,LEE,FIREARM,F,F,28
2018,LEE,FIREARM,M,A,144
2018,LEE,FIREARM,M,F,62
2018,LEE,FIREARM,M,Y,113
2018,LEE,LATEWINTER,F,A,30
2018,LEE,LATEWINTER,F,F,10
2018,LEE,LATEWINTER,M,F,10
2018,LEE,MUZZLE,F,A,17
2018,LEE,MUZZLE,F,F,4
2018,LEE,MUZZLE,M,A,9
2018,LEE,MUZZLE,M,F,1
2018,LEE,MUZZLE,M,Y,2
2018,LEE,YOUTH,F,A,2
2018,LEE,YOUTH,F,F,4
2018,LEE,YOUTH,M,A,2
2018,LEE,YOUTH,M,Y,2
2018,LIVINGSTON,ARCHERY,F,A,95
2018,LIVINGSTON,ARCHERY,F,F,17
2018,LIVINGSTON,ARCHERY,M,A,45
2018,LIVINGSTON,ARCHERY,M,F,18
2018,LIVINGSTON,ARCHERY,M,Y,44
2018,LIVINGSTON,CWD,F,A,29
2018,LIVINGSTON,CWD,F,F,6
2018,LIVINGSTON,CWD,M,A,11
2018,LIVINGSTON,CWD,M,F,4
2018,LIVINGSTON,CWD,M,Y,7
2018,LIVINGSTON,FIREARM,F,A,129
2018,LIVINGSTON,FIREARM,F,F,30
2018,LIVINGSTON,FIREARM,M,A,105
2018,LIVINGSTON,FIREARM,M,F,34
2018,LIVINGSTON,FIREARM,M,Y,89
2018,LIVINGSTON,MUZZLE,F,A,9
2018,LIVINGSTON,MUZZLE,F,F,1
2018,LIVINGSTON,MUZZLE,M,F,3
2018,LIVINGSTON,YOUTH,F,A,2
2018,LIVINGSTON,YOUTH,F,F,1
2018,LIVINGSTON,YOUTH,M,F,2
2018,LIVINGSTON,YOUTH,M,Y,1
2018,LOGAN,ARCHERY,F,A,141
2018,LOGAN,ARCHERY,F,F,33
2018,LOGAN,ARCHERY,M,A,96
2018,LOGAN,ARCHERY,M,F,20
2018,LOGAN,ARCHERY,M,Y,51
2018,LOGAN,FIREARM,F,A,116
2018,LOGAN,FIREARM,F,F,25
2018,LOGAN,FIREARM,M,A,144
2018,LOGAN,FIREARM,M,F,44
2018,LOGAN,FIREARM,M,Y,56
2018,LOGAN,MUZZLE,F,A,8
2018,LOGAN,MUZZLE,F,F,1
2018,LOGAN,MUZZLE,M,A,7
2018,LOGAN,MUZZLE,M,F,6
2018,LOGAN,MUZZLE,M,Y,3
2018,LOGAN,YOUTH,F,A,4
2018,LOGAN,YOUTH,F,F,1
2018,LOGAN,YOUTH,M,A,1
2018,LOGAN,YOUTH,M,Y,3
2018,MACON,ARCHERY,F,A,198
2018,MACON,ARCHERY,F,F,43
2018,MACON,ARCHERY,M,A,115
2018,MACON,ARCHERY,M,F,51
2018,MACON,ARCHERY,M,Y,67
2018,MACON,FIREARM,F,A,65
2018,MACON,FIREARM,F,F,9
2018,MACON,FIREARM,M,A,84
2018,MACON,FIREARM,M,F,16
2018,MACON,FIREARM,M,Y,64
2018,MACON,MUZZLE,F,A,8
2018,MACON,MUZZLE,F,F,2
2018,MACON,MUZZLE,M,A,4
2018,MACON,MUZZLE,M,F,2
2018,MACON,YOUTH,F,A,3
2018,MACON,YOUTH,M,A,2
2018,MACON,YOUTH,M,F,1
2018,MACON,YOUTH,M,Y,3
2018,MACOUPIN,ARCHERY,F,A,390
2018,MACOUPIN,ARCHERY,F,F,69
2018,MACOUPIN,ARCHERY,M,A,264
2018,MACOUPIN,ARCHERY,M,F,103
2018,MACOUPIN,ARCHERY,M,Y,188
2018,MACOUPIN,FIREARM,F,A,538
2018,MACOUPIN,FIREARM,F,F,132
2018,MACOUPIN,FIREARM,M,A,503
2018,MACOUPIN,FIREARM,M,F,202
2018,MACOUPIN,FIREARM,M,Y,328
2018,MACOUPIN,LATEWINTER,F,A,106
2018,MACOUPIN,LATEWINTER,F,F,23
2018,MACOUPIN,LATEWINTER,M,A,2
2018,MACOUPIN,LATEWINTER,M,F,31
2018,MACOUPIN,MUZZLE,F,A,25
2018,MACOUPIN,MUZZLE,F,F,5
2018,MACOUPIN,MUZZLE,M,A,12
2018,MACOUPIN,MUZZLE,M,F,11
2018,MACOUPIN,MUZZLE,M,Y,2
2018,MACOUPIN,YOUTH,F,A,12
2018,MACOUPIN,YOUTH,F,F,3
2018,MACOUPIN,YOUTH,M,A,1
2018,MACOUPIN,YOUTH,M,F,6
2018,MACOUPIN,YOUTH,M,Y,4
2018,MADISON,ARCHERY,F,A,395
2018,MADISON,ARCHERY,F,F,64
2018,MADISON,ARCHERY,M,A,178
2018,MADISON,ARCHERY,M,F,67
2018,MADISON,ARCHERY,M,Y,197
2018,MADISON,FIREARM,F,A,224
2018,MADISON,FIREARM,F,F,48
2018,MADISON,FIREARM,M,A,239
2018,MADISON,FIREARM,M,F,82
2018,MADISON,FIREARM,M,Y,186
2018,MADISON,LATEWINTER,F,A,59
2018,MADISON,LATEWINTER,F,F,8
2018,MADISON,LATEWINTER,M,F,13
2018,MADISON,MUZZLE,F,A,8
2018,MADISON,MUZZLE,M,A,9
2018,MADISON,MUZZLE,M,F,2
2018,MADISON,MUZZLE,M,Y,5
2018,MADISON,YOUTH,F,A,4
2018,MADISON,YOUTH,F,F,1
2018,MADISON,YOUTH,M,A,2
2018,MADISON,YOUTH,M,Y,5
2018,MARION,ARCHERY,F,A,404
2018,MARION,ARCHERY,F,F,94
2018,MARION,ARCHERY,M,A,229
2018,MARION,ARCHERY,M,F,79
2018,MARION,ARCHERY,M,Y,162
2018,MARION,FIREARM,F,A,519
2018,MARION,FIREARM,F,F,108
2018,MARION,FIREARM,M,A,486
2018,MARION,FIREARM,M,F,140
2018,MARION,FIREARM,M,Y,374
2018,MARION,LATEWINTER,F,A,91
2018,MARION,LATEWINTER,F,F,32
2018,MARION,LATEWINTER,M,F,19
2018,MARION,LATEWINTER,M,Y,1
2018,MARION,MUZZLE,F,A,34
2018,MARION,MUZZLE,F,F,7
2018,MARION,MUZZLE,M,A,11
2018,MARION,MUZZLE,M,F,10
2018,MARION,MUZZLE,M,Y,6
2018,MARION,YOUTH,F,A,14
2018,MARION,YOUTH,F,F,4
2018,MARION,YOUTH,M,A,1
2018,MARION,YOUTH,M,F,3
2018,MARION,YOUTH,M,Y,5
2018,MARSHALL,ARCHERY,F,A,139
2018,MARSHALL,ARCHERY,F,F,25
2018,MARSHALL,ARCHERY,M,A,85
2018,MARSHALL,ARCHERY,M,F,31
2018,MARSHALL,ARCHERY,M,Y,55
2018,MARSHALL,FIREARM,F,A,214
2018,MARSHALL,FIREARM,F,F,37
2018,MARSHALL,FIREARM,M,A,181
2018,MARSHALL,FIREARM,M,F,58
2018,MARSHALL,FIREARM,M,Y,113
2018,MARSHALL,MUZZLE,F,A,19
2018,MARSHALL,MUZZLE,F,F,1
2018,MARSHALL,MUZZLE,M,A,4
2018,MARSHALL,MUZZLE,M,F,3
2018,MARSHALL,MUZZLE,M,Y,3
2018,MARSHALL,YOUTH,F,A,9
2018,MARSHALL,YOUTH,M,A,2
2018,MARSHALL,YOUTH,M,F,1
2018,MARSHALL,YOUTH,M,Y,1
2018,MASON,ARCHERY,F,A,165
2018,MASON,ARCHERY,F,F,38
2018,MASON,ARCHERY,M,A,99
2018,MASON,ARCHERY,M,F,44
2018,MASON,ARCHERY,M,Y,66
2018,MASON,FIREARM,F,A,138
2018,MASON,FIREARM,F,F,31
2018,MASON,FIREARM,M,A,125
2018,MASON,FIREARM,M,F,41
2018,MASON,FIREARM,M,Y,99
2018,MASON,MUZZLE,F,A,19
2018,MASON,MUZZLE,F,F,1
2018,MASON,MUZZLE,M,A,7
2018,MASON,MUZZLE,M,F,4
2018,MASON,MUZZLE,M,Y,3
2018,MASON,YOUTH,F,A,4
2018,MASON,YOUTH,M,F,1
2018,MASON,YOUTH,M,Y,3
2018,MASSAC,ARCHERY,F,A,168
2018,MASSAC,ARCHERY,F,F,11
2018,MASSAC,ARCHERY,M,A,92
2018,MASSAC,ARCHERY,M,F,14
2018,MASSAC,ARCHERY,M,Y,49
2018,MASSAC,FIREARM,F,A,158
2018,MASSAC,FIREARM,F,F,25
2018,MASSAC,FIREARM,M,A,146
2018,MASSAC,FIREARM,M,F,31
2018,MASSAC,FIREARM,M,Y,96
2018,MASSAC,MUZZLE,F,A,6
2018,MASSAC,MUZZLE,M,A,4
2018,MASSAC,MUZZLE,M,F,2
2018,MASSAC,MUZZLE,M,Y,2
2018,MASSAC,YOUTH,F,A,5
2018,MASSAC,YOUTH,F,F,1
2018,MASSAC,YOUTH,M,A,1
2018,MASSAC,YOUTH,M,F,1
2018,MASSAC,YOUTH,M,Y,1
2018,MCDONOUGH,ARCHERY,F,A,219
2018,MCDONOUGH,ARCHERY,F,F,40
2018,MCDONOUGH,ARCHERY,M,A,187
2018,MCDONOUGH,ARCHERY,M,F,51
2018,MCDONOUGH,ARCHERY,M,Y,86
2018,MCDONOUGH,FIREARM,F,A,292
2018,MCDONOUGH,FIREARM,F,F,82
2018,MCDONOUGH,FIREARM,M,A,255
2018,MCDONOUGH,FIREARM,M,F,81
2018,MCDONOUGH,FIREARM,M,Y,134
2018,MCDONOUGH,LATEWINTER,F,A,55
2018,MCDONOUGH,LATEWINTER,F,F,20
2018,MCDONOUGH,LATEWINTER,M,A,1
2018,MCDONOUGH,LATEWINTER,M,F,29
2018,MCDONOUGH,MUZZLE,F,A,21
2018,MCDONOUGH,MUZZLE,F,F,5
2018,MCDONOUGH,MUZZLE,M,A,14
2018,MCDONOUGH,MUZZLE,M,F,1
2018,MCDONOUGH,MUZZLE,M,Y,3
2018,MCDONOUGH,YOUTH,F,A,7
2018,MCDONOUGH,YOUTH,F,F,4
2018,MCDONOUGH,YOUTH,M,A,1
2018,MCDONOUGH,YOUTH,M,Y,7
2018,MCHENRY,ARCHERY,F,A,196
2018,MCHENRY,ARCHERY,F,F,18
2018,MCHENRY,ARCHERY,M,A,173
2018,MCHENRY,ARCHERY,M,F,31
2018,MCHENRY,ARCHERY,M,Y,144
2018,MCHENRY,CWD,F,A,30
2018,MCHENRY,CWD,F,F,8
2018,MCHENRY,CWD,M,A,10
2018,MCHENRY,CWD,M,F,7
2018,MCHENRY,CWD,M,Y,7
2018,MCHENRY,FIREARM,F,A,74
2018,MCHENRY,FIREARM,F,F,14
2018,MCHENRY,FIREARM,M,A,92
2018,MCHENRY,FIREARM,M,F,21
2018,MCHENRY,FIREARM,M,Y,74
2018,MCHENRY,MUZZLE,F,A,6
2018,MCHENRY,MUZZLE,F,F,2
2018,MCHENRY,MUZZLE,M,A,2
2018,MCHENRY,MUZZLE,M,F,1
2018,MCHENRY,MUZZLE,M,Y,4
2018,MCHENRY,YOUTH,M,Y,1
2018,MCLEAN,ARCHERY,F,A,234
2018,MCLEAN,ARCHERY,F,F,36
2018,MCLEAN,ARCHERY,M,A,133
2018,MCLEAN,ARCHERY,M,F,39
2018,MCLEAN,ARCHERY,M,Y,87
2018,MCLEAN,FIREARM,F,A,181
2018,MCLEAN,FIREARM,F,F,28
2018,MCLEAN,FIREARM,M,A,177
2018,MCLEAN,FIREARM,M,F,50
2018,MCLEAN,FIREARM,M,Y,107
2018,MCLEAN,LATEWINTER,F,A,47
2018,MCLEAN,LATEWINTER,F,F,6
2018,MCLEAN,LATEWINTER,M,F,9
2018,MCLEAN,LATEWINTER,M,Y,1
2018,MCLEAN,MUZZLE,F,A,8
2018,MCLEAN,MUZZLE,F,F,1
2018,MCLEAN,MUZZLE,M,A,6
2018,MCLEAN,MUZZLE,M,F,2
2018,MCLEAN,MUZZLE,M,Y,1
2018,MCLEAN,YOUTH,F,A,2
2018,MCLEAN,YOUTH,F,F,2
2018,MCLEAN,YOUTH,M,A,3
2018,MCLEAN,YOUTH,M,F,1
2018,MCLEAN,YOUTH,M,Y,4
2018,MENARD,ARCHERY,F,A,162
2018,MENARD,ARCHERY,F,F,27
2018,MENARD,ARCHERY,M,A,110
2018,MENARD,ARCHERY,M,F,26
2018,MENARD,ARCHERY,M,Y,63
2018,MENARD,FIREARM,F,A,130
2018,MENARD,FIREARM,F,F,36
2018,MENARD,FIREARM,M,A,112
2018,MENARD,FIREARM,M,F,34
2018,MENARD,FIREARM,M,Y,59
2018,MENARD,MUZZLE,F,A,16
2018,MENARD,MUZZLE,F,F,3
2018,MENARD,MUZZLE,M,A,7
2018,MENARD,MUZZLE,M,F,2
2018,MENARD,MUZZLE,M,Y,1
2018,MENARD,YOUTH,F,A,5
2018,MENARD,YOUTH,F,F,3
2018,MENARD,YOUTH,M,A,2
2018,MENARD,YOUTH,M,Y,4
2018,MERCER,ARCHERY,F,A,205
2018,MERCER,ARCHERY,F,F,35
2018,MERCER,ARCHERY,M,A,144
2018,MERCER,ARCHERY,M,F,45
2018,MERCER,ARCHERY,M,Y,91
2018,MERCER,FIREARM,F,A,276
2018,MERCER,FIREARM,F,F,89
2018,MERCER,FIREARM,M,A,248
2018,MERCER,FIREARM,M,F,104
2018,MERCER,FIREARM,M,Y,135
2018,MERCER,LATEWINTER,F,A,52
2018,MERCER,LATEWINTER,F,F,12
2018,MERCER,LATEWINTER,M,A,2
2018,MERCER,LATEWINTER,M,F,21
2018,MERCER,MUZZLE,F,A,24
2018,MERCER,MUZZLE,F,F,3
2018,MERCER,MUZZLE,M,A,10
2018,MERCER,MUZZLE,M,F,6
2018,MERCER,MUZZLE,M,Y,6
2018,MERCER,YOUTH,F,A,23
2018,MERCER,YOUTH,F,F,4
2018,MERCER,YOUTH,M,A,5
2018,MERCER,YOUTH,M,F,3
2018,MERCER,YOUTH,M,Y,3
2018,MONROE,ARCHERY,F,A,144
2018,MONROE,ARCHERY,F,F,24
2018,MONROE,ARCHERY,M,A,89
2018,MONROE,ARCHERY,M,F,31
2018,MONROE,ARCHERY,M,Y,96
2018,MONROE,FIREARM,F,A,348
2018,MONROE,FIREARM,F,F,49
2018,MONROE,FIREARM,M,A,293
2018,MONROE,FIREARM,M,F,86
2018,MONROE,FIREARM,M,Y,243
2018,MONROE,LATEWINTER,F,A,73
2018,MONROE,LATEWINTER,F,F,14
2018,MONROE,LATEWINTER,M,F,6
2018,MONROE,LATEWINTER,M,Y,1
2018,MONROE,MUZZLE,F,A,10
2018,MONROE,MUZZLE,F,F,2
2018,MONROE,MUZZLE,M,A,4
2018,MONROE,MUZZLE,M,F,3
2018,MONROE,MUZZLE,M,Y,4
2018,MONROE,YOUTH,F,A,6
2018,MONROE,YOUTH,M,A,1
2018,MONROE,YOUTH,M,F,1
2018,MONROE,YOUTH,M,Y,5
2018,MONTGOMERY,ARCHERY,F,A,285
2018,MONTGOMERY,ARCHERY,F,F,48
2018,MONTGOMERY,ARCHERY,M,A,171
2018,MONTGOMERY,ARCHERY,M,F,63
2018,MONTGOMERY,ARCHERY,M,Y,166
2018,MONTGOMERY,FIREARM,F,A,243
2018,MONTGOMERY,FIREARM,F,F,44
2018,MONTGOMERY,FIREARM,M,A,294
2018,MONTGOMERY,FIREARM,M,F,71
2018,MONTGOMERY,FIREARM,M,Y,148
2018,MONTGOMERY,MUZZLE,F,A,13
2018,MONTGOMERY,MUZZLE,F,F,2
2018,MONTGOMERY,MUZZLE,M,A,9
2018,MONTGOMERY,MUZZLE,M,F,4
2018,MONTGOMERY,MUZZLE,M,Y,1
2018,MONTGOMERY,YOUTH,F,A,11
2018,MONTGOMERY,YOUTH,F,F,2
2018,MONTGOMERY,YOUTH,M,A,2
2018,MONTGOMERY,YOUTH,M,F,2
2018,MONTGOMERY,YOUTH,M,Y,2
2018,MORGAN,ARCHERY,F,A,219
2018,MORGAN,ARCHERY,F,F,44
2018,MORGAN,ARCHERY,M,A,187
2018,MORGAN,ARCHERY,M,F,50
2018,MORGAN,ARCHERY,M,Y,81
2018,MORGAN,FIREARM,F,A,217
2018,MORGAN,FIREARM,F,F,55
2018,MORGAN,FIREARM,M,A,268
2018,MORGAN,FIREARM,M,F,87
2018,MORGAN,FIREARM,M,Y,120
2018,MORGAN,MUZZLE,F,A,6
2018,MORGAN,MUZZLE,F,F,3
2018,MORGAN,MUZZLE,M,A,13
2018,MORGAN,MUZZLE,M,F,6
2018,MORGAN,MUZZLE,M,Y,3
2018,MORGAN,YOUTH,F,A,6
2018,MORGAN,YOUTH,F,F,2
2018,MORGAN,YOUTH,M,F,4
2018,MOULTRIE,ARCHERY,F,A,128
2018,MOULTRIE,ARCHERY,F,F,27
2018,MOULTRIE,ARCHERY,M,A,77
2018,MOULTRIE,ARCHERY,M,F,43
2018,MOULTRIE,ARCHERY,M,Y,86
2018,MOULTRIE,FIREARM,F,A,66
2018,MOULTRIE,FIREARM,F,F,14
2018,MOULTRIE,FIREARM,M,A,76
2018,MOULTRIE,FIREARM,M,F,20
2018,MOULTRIE,FIREARM,M,Y,51
2018,MOULTRIE,MUZZLE,F,A,5
2018,MOULTRIE,MUZZLE,M,A,3
2018,MOULTRIE,MUZZLE,M,F,1
2018,MOULTRIE,MUZZLE,M,Y,1
2018,MOULTRIE,YOUTH,F,A,4
2018,MOULTRIE,YOUTH,F,F,2
2018,OGLE,ARCHERY,F,A,233
2018,OGLE,ARCHERY,F,F,42
2018,OGLE,ARCHERY,M,A,154
2018,OGLE,ARCHERY,M,F,50
2018,OGLE,ARCHERY,M,Y,147
2018,OGLE,CWD,F,A,80
2018,OGLE,CWD,F,F,18
2018,OGLE,CWD,M,A,30
2018,OGLE,CWD,M,F,24
2018,OGLE,CWD,M,Y,18
2018,OGLE,FIREARM,F,A,244
2018,OGLE,FIREARM,F,F,50
2018,OGLE,FIREARM,M,A,240
2018,OGLE,FIREARM,M,F,48
2018,OGLE,FIREARM,M,Y,155
2018,OGLE,MUZZLE,F,A,11
2018,OGLE,MUZZLE,F,F,1
2018,OGLE,MUZZLE,M,A,7
2018,OGLE,MUZZLE,M,F,4
2018,OGLE,MUZZLE,M,Y,7
2018,OGLE,YOUTH,F,A,9
2018,OGLE,YOUTH,F,F,2
2018,OGLE,YOUTH,M,A,4
2018,OGLE,YOUTH,M,Y,4
2018,PEORIA,ARCHERY,F,A,364
2018,PEORIA,ARCHERY,F,F,68
2018,PEORIA,ARCHERY,M,A,159
2018,PEORIA,ARCHERY,M,F,84
2018,PEORIA,ARCHERY,M,Y,164
2018,PEORIA,FIREARM,F,A,309
2018,PEORIA,FIREARM,F,F,85
2018,PEORIA,FIREARM,M,A,197
2018,PEORIA,FIREARM,M,F,116
2018,PEORIA,FIREARM,M,Y,153
2018,PEORIA,MUZZLE,F,A,19
2018,PEORIA,MUZZLE,F,F,3
2018,PEORIA,MUZZLE,M,A,10
2018,PEORIA,MUZZLE,M,F,4
2018,PEORIA,MUZZLE,M,Y,3
2018,PEORIA,YOUTH,F,A,10
